follower_id,followee_id
7488,10943
2723,10943
448,3949
7997,3949
419,3949
943,3949
494,3949
1059,3949
71,12192
1367,12192
10406,12192
1840,12192
11697,12192
3976,12192
8014,12192
11472,12192
11880,12192
6277,12192
4522,12192
2210,2456
4757,9908
5125,12041
4650,4347
9635,3930
4443,3930
3836,3930
10890,3930
9448,3930
11363,3520
1959,3520
10560,3520
6332,3520
4689,3520
2377,4832
7515,4832
10052,11915
2210,11915
2070,11915
4731,8129
11823,8129
7791,8129
5494,8129
7612,8129
10576,8129
10079,12805
5818,3073
6602,10266
4803,10266
9978,10266
9050,10266
10780,10266
11915,10052
11883,10052
12699,10052
2210,10052
5897,10052
9804,10052
11675,10052
5654,10052
10921,10052
10949,10052
4675,10052
7478,10052
12016,10052
3246,10052
9833,10052
2568,10052
12313,10052
11698,10052
7792,10052
6099,10052
3529,10052
2103,10052
11869,10052
11854,10052
4245,10052
4216,10052
9074,12266
5944,1731
8229,11796
10079,475
11481,475
2565,475
9338,475
9817,475
6885,475
7443,475
3856,475
6111,475
2161,475
11876,475
6524,475
2103,475
11093,475
8361,475
11711,475
3989,475
5494,475
4242,475
11576,475
7195,475
6197,475
7104,475
1873,475
10072,475
12680,475
4490,475
9369,475
6349,475
10936,475
1803,475
1763,475
4871,475
8815,475
5811,8264
7789,8060
9074,8060
11536,8060
9052,8060
9338,8060
11414,8060
3199,8060
7975,8060
10469,8060
10516,8060
9978,8060
8284,8060
8787,8060
5700,8060
8987,8060
12030,12552
3301,12552
7078,12552
10132,6395
4100,6395
8426,6266
12170,8075
7266,1014
7709,1014
1248,1014
3861,1014
7984,1014
892,1014
3949,1014
10052,1014
9952,1014
8060,1014
9625,1014
10079,1014
315,1014
9899,1014
5724,1014
9074,1014
14,1014
71,1014
275,1014
5,1014
6573,1014
11481,1014
7710,1014
7593,1014
5107,1014
6820,1014
6128,1014
4915,1014
17,1014
12024,1014
1431,1014
249,1014
8296,1014
142,1014
763,1014
1959,1014
4993,1014
3330,1014
1735,1014
8438,1014
2403,1014
2035,1014
100,1014
9338,1014
6088,1014
507,1014
215,1014
11800,1014
9817,1014
251,1014
1241,1014
233,1014
1852,1014
11613,1014
8018,1014
1487,1014
7674,1014
4731,1014
10240,1014
9921,1014
12193,1014
517,1014
2344,1014
6024,1014
8536,1014
657,1014
8537,1014
1198,1014
5522,1014
6069,1014
7805,1014
10347,1014
11550,1014
12004,1014
7463,1014
10259,1014
943,1014
11709,1014
1107,1014
6273,1014
10905,1014
3708,1014
2824,1014
9538,1014
11646,1014
5984,1014
8806,1014
9496,1014
2092,1014
6817,1014
1804,1014
1840,1014
4693,1014
7024,1014
8318,1014
3987,1014
1793,1014
7443,1014
12578,1014
7809,1014
422,1014
9527,1014
10237,1014
9258,1014
7613,1014
2461,1014
12434,1014
7415,1014
7836,1014
3279,1014
7975,1014
10469,1014
386,1014
8841,1014
10639,1014
9833,1014
11524,1014
2070,1014
11771,1014
6337,1014
9896,1014
6214,1014
2975,1014
5476,1014
8871,1014
11423,1014
8450,1014
4569,1014
1965,1014
5347,1014
2220,1014
3368,1014
4134,1014
11556,1014
7926,1014
11907,1014
6922,1014
6523,1014
9915,1014
3358,1014
7743,1014
11713,1014
10395,1014
4353,1014
12754,1014
2964,1014
60,1014
9773,1014
5344,1014
2891,1014
7252,1014
6555,1014
3172,1014
12171,1014
7852,1014
5289,1014
494,1014
12623,1014
12020,1014
1923,1014
3487,1014
7239,1014
9006,1014
8030,1014
10036,1014
11898,1014
11043,1014
194,1014
9807,1014
4914,1014
2649,1014
3626,1014
2529,1014
11876,1014
11912,1014
4825,1014
8471,1014
4027,1014
2165,1014
8866,1014
11385,1014
6200,1014
5916,1014
11580,1014
551,1014
11610,1014
6909,1014
12250,1014
6228,1014
11863,1014
5091,1014
10798,1014
9309,1014
81,1014
12026,1014
4343,1014
11146,1014
4620,1014
10912,1014
8014,1014
3937,1014
12214,1014
3511,1014
7213,1014
12453,1014
270,1014
2982,1014
7769,1014
2270,1014
4860,1014
8032,1014
7845,1014
5364,1014
7551,1014
10894,1014
7925,1014
3781,1014
11072,1014
9211,1014
2103,1014
11865,1014
1758,1014
6250,1014
8254,1014
11093,1014
3421,1014
7791,1014
11595,1014
4318,1014
3545,1014
8361,1014
5386,1014
12101,1014
6950,1014
1819,1014
3373,1014
4709,1014
7149,1014
10939,1014
3497,1014
4689,1014
6515,1014
2647,1014
11690,1014
4600,1014
3386,1014
8733,1014
4612,1014
6378,1014
11067,1014
2436,1014
3844,1014
4596,1014
5935,1014
7195,1014
3322,1014
5542,1014
12596,1014
5870,1014
8475,1014
1730,1014
10680,1014
2741,1014
5829,1014
8322,1014
2400,1014
3147,1014
8798,1014
11091,1014
8371,1014
5357,1014
6620,1014
2733,1014
3536,1014
11334,1014
2993,1014
3353,1014
8795,1014
12361,1014
6197,1014
5166,1014
11787,1014
4185,1014
12069,1014
2554,1014
9737,1014
5175,1014
6797,1014
6849,1014
412,1014
8878,1014
12083,1014
12291,1014
12344,1014
5944,1014
5337,1014
8049,1014
7099,1014
9246,1014
7005,1014
4325,1014
4099,1014
9413,1014
12356,1014
3211,1014
4704,1014
6921,1014
12777,1014
11674,1014
1918,1014
6902,1014
2426,1014
11540,1014
10753,1014
11429,1014
3862,1014
7540,1014
2544,1014
4775,1014
11842,1014
11488,1014
8848,1014
10336,1014
4938,1014
9626,1014
11792,1014
67,1014
4368,1014
11143,1014
4291,1014
1975,1014
8166,1014
6822,1014
6755,1014
2917,1014
8984,1014
4752,1014
5516,1014
6832,1014
6875,1014
5667,1014
9954,1014
7050,1014
11166,1014
1996,1014
5423,1014
4062,1014
8571,1014
6153,1014
10229,1014
11749,1014
4701,1014
4869,1014
6760,1014
8579,1014
3206,1014
2034,1014
1984,1014
8035,1014
8499,1014
3710,1014
11262,1014
11603,1014
3744,1014
10490,1014
8082,1014
5636,1014
5703,1014
8748,1014
8340,1014
9005,1014
2971,1014
10427,1014
21,1014
8958,1014
8715,1014
12281,1014
11904,1014
8869,1014
7371,1014
7398,1014
4674,1014
7442,1014
8965,1014
4064,1014
6852,1014
5652,1014
10355,1014
11201,1014
4490,1014
5563,1014
10554,1014
9524,1014
2797,1014
9044,1014
9369,1014
6956,1014
4624,1014
6566,1014
7558,1014
11667,1014
2582,1014
7303,1014
5265,1014
7095,1014
8121,1014
10814,1014
1887,1014
5071,1014
3142,1014
10334,1014
8412,1014
1807,1014
12582,1014
3413,1014
3240,1014
11449,1014
8950,1014
9374,1014
10313,1014
12113,1014
4215,1014
12717,1014
11393,1014
8433,1014
10936,1014
3639,1014
5321,1014
11768,1014
4893,1014
12136,1014
4225,1014
3061,1014
5928,1014
2011,1014
3489,1014
7020,1014
9001,1014
9034,1014
8521,1014
12255,1014
10078,1014
3509,1014
6747,1014
10699,1014
2925,1014
11807,1014
6952,1014
5312,1014
1842,1014
4589,1014
12396,1014
3583,1014
9791,1014
5914,1014
5444,1014
11167,7635
5209,7635
8343,7635
7603,7635
11468,7635
4537,7635
10386,2672
11934,2672
8983,2672
6034,2672
4731,1476
9887,1476
5804,1476
4354,1476
7332,1476
6109,1476
9725,1476
8060,7765
233,7765
1461,7765
9921,7765
6024,7765
11466,7765
1107,7765
7565,7765
1500,7765
9978,7765
4569,7765
2220,7765
7852,7765
627,7765
9741,7765
1228,7765
481,7765
11235,7765
10116,7765
8984,7765
8060,12219
11481,12219
9817,12219
11697,12219
10516,12219
5700,12219
8987,12219
5347,2631
12544,2631
10558,10512
1960,10512
3578,10512
7348,10512
11944,1017
11407,6613
879,6613
10110,6613
854,6613
7906,6613
7848,6613
8537,6613
11414,6613
5069,6613
3625,6613
8011,6613
182,6613
5014,6613
8257,6613
1517,6613
4079,6613
8716,6613
8066,6613
7969,6613
4000,6613
9172,6613
9078,6613
756,6613
3949,7856
448,7856
1840,8398
8868,8398
9363,10565
7026,10565
3511,10565
5591,10565
3836,10565
2088,10565
2258,10565
11479,10565
4409,12636
6952,12636
9074,8128
5584,6576
5570,6576
12710,6576
3919,6576
11934,6576
10369,6576
10341,6576
5726,6576
4424,6576
7163,6576
12741,6576
3003,6576
5938,6576
11873,6576
4842,6576
2057,6576
5534,6576
6525,6576
1760,6576
6784,6576
2131,6576
4918,6576
4042,6576
9165,6576
4875,6576
7461,6576
2086,6576
2701,6576
5732,9546
2761,9546
4860,9546
3386,9546
5494,9546
4797,9546
4578,9546
5081,9546
9954,9546
10456,9546
2602,9546
1898,9546
5811,9546
7348,9546
12717,9546
11479,9546
7515,9546
2466,11506
11665,11506
11057,7385
10798,7385
5150,7385
12101,7385
1819,7385
11987,7385
10375,7385
6695,7385
4666,7385
10840,7385
6184,3787
10261,3787
3640,3787
3111,3787
11363,11167
5209,11167
8343,11167
7603,11167
5158,11167
11468,11167
5228,11167
4537,11167
6929,11167
9373,10149
1496,10149
8871,10149
12141,10149
3840,10149
3409,10149
8537,9476
6273,8207
12635,8207
1836,9081
11393,7996
5344,2365
6600,2365
4682,9450
12194,1740
11943,1740
12275,1870
7765,1870
5522,1870
4803,1870
5125,1870
9171,1870
12177,1870
4368,1870
9628,11838
4353,11838
12281,11838
11325,8883
5272,6275
11934,6275
11100,6275
4717,6275
5338,6275
10314,6275
9035,6275
2093,6275
11536,8770
8260,8770
5522,8770
6069,8770
9887,8770
11939,8770
9247,8770
7415,8770
8762,8770
12623,8770
8014,8770
5334,8770
4302,8770
4295,8770
12281,8770
9338,6693
8743,7361
6448,7361
2108,7361
5081,7361
2337,7361
11966,7361
9791,7361
9756,8301
7975,8301
10469,8301
9978,8301
8043,8301
11493,8301
7195,8301
8890,8301
8049,8301
7070,8301
7894,8301
8443,8301
8367,8301
5345,8301
8987,8301
3003,6480
12089,9285
11789,6887
10551,6887
9817,6887
4599,6887
6024,6887
10132,6887
12004,6887
9527,6887
5295,6887
8191,6887
2529,6887
10194,6887
5916,6887
7126,6887
11610,6887
9870,6887
10798,6887
7817,6887
6294,6887
8361,6887
12101,6887
1819,6887
3373,6887
8836,6887
12060,6887
4804,6887
11987,6887
4815,6887
11432,6887
3454,6887
5870,6887
2844,6887
4376,6887
3978,6887
8520,6887
5337,6887
7835,6887
10318,6887
9626,6887
4368,6887
10375,6887
4291,6887
5720,6887
3317,6887
7652,6887
6695,6887
9156,6887
4207,6887
8388,6887
6566,6887
7659,6887
3142,6887
4215,6887
6508,6887
3517,6887
4893,6887
4666,6887
4225,6887
10840,6887
5081,6707
10052,11883
6914,11883
2210,11883
10782,11883
4675,11883
8083,11883
9833,11883
3999,11883
2070,11883
10424,11883
6099,11883
2165,11883
2647,11883
3648,11883
12256,10079
12383,10079
6576,5584
8983,5584
11100,5584
5243,5584
4277,5584
5534,5584
6525,5584
6610,5584
3940,5584
2701,5584
7935,4043
10675,315
5,315
2403,315
9817,315
27,315
10240,315
6408,315
8537,315
7712,315
223,315
5651,315
1411,315
1107,315
11646,315
10237,315
10516,315
9131,315
3806,315
11879,315
1522,315
12170,315
6142,315
1951,315
11241,315
6307,315
3781,315
11865,315
8042,315
8361,315
3041,315
4709,315
8046,315
8722,315
6816,315
11690,315
4000,315
7803,315
8475,315
10698,315
12069,315
12344,315
7099,315
6918,315
4938,315
11792,315
2917,315
5516,315
6476,315
4869,315
11603,315
8082,315
8799,315
4729,315
8140,315
6566,315
7659,315
5146,315
8765,315
4225,315
2985,315
2925,315
6716,315
1740,174
9409,174
476,174
8929,174
112,174
9817,174
251,174
6408,174
517,174
8537,174
7712,174
10347,174
6273,174
2092,174
7024,174
2366,174
4707,174
10237,174
7415,174
10469,174
18,174
10516,174
11524,174
3806,174
11879,174
5354,174
4002,174
4569,174
12064,174
829,174
11707,174
12170,174
2694,174
7852,174
494,174
3487,174
3939,174
8030,174
11823,174
3321,174
1951,174
12250,174
11863,174
9309,174
5817,174
9171,174
12453,174
7845,174
8323,174
2240,174
3781,174
11865,174
4318,174
79,174
1819,174
4709,174
6515,174
6816,174
11690,174
3454,174
2091,174
4814,174
4000,174
5494,174
8057,174
7195,174
5870,174
8475,174
1730,174
2882,174
8322,174
3469,174
6620,174
12361,174
8255,174
12069,174
12344,174
7099,174
4325,174
5825,174
7104,174
1873,174
4904,174
10336,174
9626,174
11792,174
3714,174
4728,174
936,174
5237,174
2371,174
2917,174
6832,174
11480,174
9143,174
7605,174
1891,174
6699,174
8035,174
6452,174
11603,174
8082,174
2971,174
10900,174
7398,174
11453,174
4490,174
6566,174
7659,174
6725,174
7417,174
3778,174
5146,174
8765,174
7230,174
3240,174
7521,174
4251,174
10936,174
11937,174
9850,174
12255,174
7692,174
11807,174
4790,174
9791,174
6716,174
12331,3780
10976,3780
12439,3780
10386,3780
9978,3780
12492,3780
9060,3780
10449,3780
3003,3780
6995,3780
9870,3780
3745,3780
2279,3780
10314,3780
8635,3780
5944,3780
4875,3780
5932,6341
3688,6341
10061,6341
11198,6341
4839,9899
10699,7167
6157,10346
2215,8331
9399,11259
12523,11259
9773,11259
11363,110
11796,110
1476,110
7765,110
8398,110
11167,110
697,110
4915,110
17,110
8296,110
1735,110
620,110
215,110
48,110
2319,110
7674,110
6714,110
4731,110
9921,110
6024,110
8591,110
12142,110
10347,110
12191,110
7463,110
10259,110
4803,110
5275,110
1411,110
1107,110
3475,110
3199,110
9756,110
6817,110
1840,110
4693,110
8318,110
3158,110
7945,110
7836,110
7975,110
10487,110
8841,110
6214,110
8871,110
10378,110
11582,110
11879,110
1036,110
4569,110
5347,110
9403,110
12116,110
11556,110
9242,110
7000,110
6922,110
829,110
8065,110
10148,110
6551,110
9773,110
7852,110
6312,110
8030,110
11898,110
3626,110
7222,110
4261,110
11385,110
7755,110
6909,110
10778,110
10557,110
11647,110
2732,110
7845,110
1983,110
9211,110
11944,110
7791,110
8361,110
79,110
8046,110
12609,110
11690,110
12288,110
7195,110
10680,110
1228,110
8255,110
12069,110
2554,110
7005,110
4325,110
11605,110
11984,110
12034,110
12501,110
12544,110
11842,110
4234,110
12665,110
8279,110
4368,110
4291,110
10116,110
6822,110
7703,110
9353,110
3206,110
9042,110
11027,110
8461,110
584,110
10693,110
12792,110
7398,110
4064,110
7394,110
10397,110
9524,110
9369,110
10161,110
8121,110
9872,110
8626,110
5252,110
7542,110
11393,110
5321,110
11768,110
9034,110
11254,110
3509,110
4356,110
244,1692
8060,1692
6613,1692
6573,1692
7593,1692
4915,1692
17,1692
7355,1692
4993,1692
9817,1692
10222,1692
2319,1692
9921,1692
6024,1692
8537,1692
4032,1692
10259,1692
4803,1692
5275,1692
1411,1692
10406,1692
1107,1692
2824,1692
1840,1692
4693,1692
7024,1692
7565,1692
7975,1692
10469,1692
3171,1692
8841,1692
1500,1692
4569,1692
11907,1692
538,1692
7852,1692
7775,1692
627,1692
7755,1692
7845,1692
11944,1692
1228,1692
11773,1692
7603,1692
9413,1692
4368,1692
7703,1692
9042,1692
11027,1692
7468,1692
5920,1692
7398,1692
10397,1692
9044,1692
11768,1692
4356,1692
3397,3274
6573,12242
11536,12242
9338,12242
11939,12242
11466,12242
3962,12242
10516,12242
3172,12242
2649,12242
11233,12242
4343,12242
6557,12242
2270,12242
5553,12242
8361,12242
2647,12242
4704,12242
1984,12242
6644,12242
12755,12242
4064,12242
6852,12242
5573,12242
4018,12242
8678,12242
6973,12242
3773,7036
4029,7036
3556,7036
2941,7036
8626,7036
3860,7036
6617,7036
6115,7036
3489,7036
7020,7036
1740,12194
12331,10068
6576,10068
5584,10068
3900,10068
4630,10068
5272,10068
10386,10068
10292,10068
11934,10068
11771,10068
8983,10068
6034,10068
11970,10068
2329,10068
10449,10068
9175,10068
2105,10068
6995,10068
6207,10068
2057,10068
1760,10068
10365,10068
6784,10068
4918,10068
5944,10068
2093,10068
2086,10068
2701,10068
8060,9074
8063,9074
8787,9074
5700,9074
7952,9074
3626,9074
7845,9074
1777,9074
9011,9074
12540,9074
12331,3503
6576,3503
6275,3503
5584,3503
3900,3503
10208,3503
4630,3503
5272,3503
5576,3503
8863,3503
12439,3503
10386,3503
10292,3503
3271,3503
11934,3503
11631,3503
8318,3503
2033,3503
6625,3503
11771,3503
9978,3503
8983,3503
6034,3503
2076,3503
10766,3503
11970,3503
2329,3503
4424,3503
1832,3503
10449,3503
9059,3503
3003,3503
5295,3503
9175,3503
6623,3503
2105,3503
11873,3503
6111,3503
6995,3503
3684,3503
1923,3503
5243,3503
3435,3503
2057,3503
8993,3503
9870,3503
6525,3503
1760,3503
7288,3503
10365,3503
6784,3503
9035,3503
2131,3503
4918,3503
1853,3503
9000,3503
3875,3503
5944,3503
6610,3503
5236,3503
3352,3503
5146,3503
4139,3503
2960,3503
4875,3503
7461,3503
6729,3503
2093,3503
2086,3503
2526,3503
2701,3503
244,28
12275,28
4576,28
315,28
5724,28
14,28
5,28
6573,28
7593,28
1302,28
4915,28
4993,28
3330,28
2035,28
9338,28
507,28
9817,28
11613,28
1200,28
2319,28
10240,28
4858,28
245,28
6024,28
8536,28
8537,28
7712,28
1198,28
5732,28
10347,28
7463,28
8105,28
3919,28
3271,28
5275,28
1411,28
1107,28
11646,28
2787,28
8806,28
3475,28
2092,28
2051,28
1840,28
4531,28
6232,28
4693,28
7024,28
5714,28
8318,28
3791,28
3987,28
12504,28
1793,28
8316,28
422,28
3344,28
3215,28
10237,28
3754,28
4096,28
7613,28
12434,28
7836,28
7975,28
10469,28
7785,28
1837,28
2510,28
6214,28
5476,28
3806,28
11879,28
4917,28
8450,28
4569,28
5347,28
9403,28
2220,28
6922,28
9545,28
9915,28
6634,28
2752,28
12469,28
9175,28
6551,28
12436,28
2694,28
3822,28
11873,28
3172,28
7852,28
10760,28
6312,28
12623,28
2792,28
2161,28
1923,28
7239,28
11602,28
1170,28
3624,28
8191,28
6142,28
11823,28
2649,28
6291,28
3626,28
11912,28
7985,28
8019,28
6126,28
2281,28
11385,28
3321,28
9118,28
9196,28
7755,28
11580,28
1951,28
551,28
6909,28
5153,28
10264,28
4866,28
2768,28
9975,28
4038,28
5264,28
6103,28
11863,28
11743,28
9309,28
9864,28
8529,28
8723,28
12026,28
11146,28
6666,28
6058,28
10912,28
12214,28
3511,28
7213,28
6557,28
6294,28
12453,28
7769,28
6183,28
4860,28
4357,28
3635,28
4103,28
11371,28
5553,28
12290,28
8616,28
5783,28
11072,28
9211,28
2103,28
7699,28
11865,28
6250,28
7013,28
11093,28
3421,28
5956,28
2323,28
8361,28
3339,28
1960,28
6234,28
3275,28
3373,28
3041,28
8771,28
4709,28
6389,28
8046,28
8722,28
6208,28
4107,28
3989,28
11015,28
3403,28
4689,28
6515,28
2647,28
2443,28
11690,28
10769,28
12719,28
6858,28
8733,28
3148,28
4612,28
6220,28
3470,28
9000,28
4433,28
10029,28
11432,28
3766,28
2687,28
2111,28
2150,28
11067,28
4247,28
5494,28
4310,28
7169,28
11764,28
10911,28
8057,28
6903,28
3669,28
11861,28
4782,28
8475,28
1730,28
4317,28
1228,28
2882,28
4349,28
9126,28
8968,28
3147,28
5650,28
3814,28
8371,28
11095,28
3431,28
2924,28
8795,28
12361,28
2392,28
6197,28
5166,28
3553,28
11787,28
11026,28
8933,28
5263,28
12069,28
5175,28
4578,28
11052,28
412,28
11714,28
2467,28
10625,28
10610,28
5337,28
11773,28
4325,28
6485,28
8346,28
4520,28
6918,28
4704,28
6268,28
12777,28
8427,28
6217,28
11674,28
3209,28
6902,28
3494,28
7104,28
9109,28
4063,28
8133,28
11841,28
3862,28
9895,28
9268,28
8848,28
5305,28
4938,28
5179,28
9626,28
11792,28
7068,28
8038,28
12412,28
12137,28
9215,28
9983,28
5606,28
3910,28
11857,28
4291,28
5237,28
8166,28
10674,28
5533,28
8112,28
10915,28
6041,28
10991,28
5988,28
2917,28
2944,28
12705,28
4493,28
10216,28
7332,28
12680,28
5516,28
6832,28
4561,28
5975,28
1996,28
5423,28
2061,28
7980,28
4062,28
8571,28
5511,28
3317,28
5053,28
3604,28
7605,28
11749,28
6760,28
8579,28
4455,28
2468,28
1984,28
3829,28
11251,28
9042,28
3710,28
2602,28
11262,28
11603,28
3280,28
8578,28
11769,28
5703,28
5299,28
8799,28
7374,28
2337,28
8804,28
4821,28
6015,28
6853,28
8340,28
1898,28
2377,28
6599,28
5981,28
8990,28
9311,28
8174,28
5455,28
5972,28
11252,28
7731,28
7398,28
7442,28
8965,28
7130,28
6852,28
8288,28
11430,28
4490,28
5173,28
5563,28
10554,28
2941,28
12700,28
9369,28
6566,28
6349,28
7558,28
1987,28
5265,28
1890,28
7659,28
7095,28
2639,28
6725,28
5032,28
5841,28
3778,28
9119,28
12107,28
10334,28
11966,28
9448,28
8765,28
8412,28
12582,28
3240,28
11784,28
6860,28
4215,28
10952,28
5401,28
3691,28
10936,28
7469,28
2333,28
12476,28
3639,28
11768,28
4893,28
4225,28
11724,28
10793,28
3489,28
7020,28
5528,28
6117,28
9034,28
6973,28
3509,28
4356,28
6747,28
10699,28
2925,28
11807,28
4871,28
8815,28
3788,28
10545,28
9791,28
10256,28
6716,28
4875,28
8296,229
4993,229
112,229
10721,229
5522,229
5275,229
1107,229
10469,229
7870,229
4569,229
7926,229
7791,229
8371,229
12665,229
8802,229
3583,229
8060,926
1476,926
7765,926
10675,926
8398,926
11167,926
9625,926
9899,926
1692,926
697,926
275,926
5,926
11481,926
5107,926
4915,926
17,926
8296,926
4993,926
8358,926
1735,926
215,926
2319,926
7674,926
4731,926
9921,926
6024,926
559,926
657,926
8537,926
10132,926
11414,926
4032,926
223,926
5522,926
9836,926
9247,926
10259,926
8106,926
943,926
5275,926
1411,926
11709,926
1107,926
11646,926
6817,926
1840,926
4693,926
8318,926
3344,926
7975,926
10469,926
3171,926
18,926
573,926
12016,926
6214,926
11582,926
8762,926
1036,926
4569,926
5347,926
12116,926
2220,926
11556,926
11907,926
10541,926
8065,926
11707,926
10148,926
9773,926
1024,926
5344,926
11873,926
5932,926
7852,926
12020,926
8030,926
627,926
9820,926
3626,926
7985,926
11385,926
7755,926
551,926
2930,926
3369,926
6058,926
7158,926
2732,926
8323,926
9211,926
11865,926
7791,926
1601,926
8361,926
79,926
8027,926
8722,926
12288,926
3812,926
273,926
12596,926
5870,926
1730,926
1228,926
12308,926
8255,926
6219,926
1698,926
12344,926
11773,926
7099,926
9413,926
8146,926
4704,926
12034,926
12501,926
12544,926
12073,926
11842,926
8848,926
12665,926
12081,926
9493,926
4368,926
8782,926
1966,926
4291,926
11468,926
8272,926
7703,926
2917,926
10645,926
11749,926
3206,926
11251,926
9042,926
9871,926
3029,926
11262,926
5703,926
4537,926
9020,926
3313,926
584,926
10030,926
8158,926
10097,926
12031,926
7152,926
2483,926
4490,926
10397,926
2360,926
10322,926
10161,926
7154,926
6726,926
1887,926
5146,926
12582,926
11449,926
11305,926
11393,926
6929,926
11768,926
3489,926
8802,926
10115,926
2515,926
6417,926
10853,8230
12002,6244
3511,6244
11650,6011
7686,6011
6399,6011
1740,7889
12194,7889
7869,7889
8815,7889
1322,1009
7709,1009
12275,1009
9908,1009
3704,1009
6613,1009
9625,1009
315,1009
9074,1009
5578,1009
10208,1009
7593,1009
6128,1009
17,1009
12024,1009
545,1009
1959,1009
1735,1009
2035,1009
100,1009
11036,1009
507,1009
9817,1009
6714,1009
5846,1009
8537,1009
10132,1009
7712,1009
11550,1009
7463,1009
3919,1009
1107,1009
11646,1009
8806,1009
3475,1009
3199,1009
733,1009
9756,1009
6817,1009
3791,1009
3158,1009
7613,1009
7976,1009
7836,1009
3856,1009
4497,1009
9896,1009
6214,1009
5476,1009
11582,1009
3697,1009
11879,1009
4569,1009
5347,1009
12116,1009
2220,1009
4134,1009
7000,1009
11907,1009
9915,1009
4211,1009
10736,1009
6551,1009
5344,1009
7806,1009
3040,1009
7852,1009
10760,1009
6312,1009
12623,1009
3487,1009
7239,1009
627,1009
6651,1009
9820,1009
3626,1009
12694,1009
2529,1009
11912,1009
7985,1009
7222,1009
6126,1009
2281,1009
11385,1009
9118,1009
2506,1009
6909,1009
4363,1009
3369,1009
10557,1009
5264,1009
9870,1009
11752,1009
10798,1009
11146,1009
4195,1009
10920,1009
