id,location,gender
9075,山西,女
10992,湖南,男
12164,重慶,女
2859,陝西,男
3030,北京,女
8237,北京,男
3481,北京,女
9015,北京,女
4968,北京,女
5272,浙江,女
11630,江蘇,女
7467,江蘇,女
1852,遼寧,女
5570,福建,女
10222,北京,女
9090,山東,女
2508,江蘇,男
12781,江蘇,女
12025,新疆,男
7962,北京,女
5889,其它,女
6379,江蘇,女
7873,浙江,男
9655,北京,女
4525,北京,女
8763,北京,女
8321,四川,男
5004,北京,男
7685,浙江,女
4986,北京,男
8519,北京,男
10708,北京,男
10340,湖南,男
5269,河北,女
5683,浙江,女
6766,貴州,女
8073,廣東,男
11613,浙江,女
11283,廣東,男
8018,上海,女
9393,廣東,女
10721,北京,男
2798,其它,女
6896,遼寧,女
3049,廣西,女
5950,北京,女
7318,上海,女
8747,北京,女
12325,上海,女
7995,北京,女
4011,浙江,女
2319,上海,女
5208,江蘇,女
5883,上海,女
9239,天津,女
6983,重慶,男
8674,上海,男
1728,北京,女
8504,海外,女
6827,上海,女
7674,北京,男
11104,天津,女
6430,北京,女
4360,福建,女
2579,河北,女
4126,廣東,女
3140,山東,男
2561,山東,女
11219,其它,女
2630,北京,女
6714,北京,男
3773,廣東,女
6774,黑龍江,女
8773,黑龍江,女
4731,廣東,男
5414,陝西,男
5000,浙江,女
2133,北京,男
8214,北京,女
9937,山東,女
9356,江蘇,男
2004,吉林,女
12122,其它,女
10240,吉林,男
12567,湖南,女
7447,寧夏,男
9921,廣東,男
9169,河北,女
12065,浙江,女
6881,安徽,男
3909,浙江,女
7784,北京,男
8548,北京,女
10187,遼寧,男
12193,北京,女
12539,山東,男
12697,江蘇,男
7275,海外,男
11887,福建,女
8260,北京,男
7844,其它,女
9522,臺灣,男
12793,上海,男
9675,上海,女
6408,陝西,男
6175,上海,女
9941,海外,女
4858,浙江,男
11064,河南,男
12683,上海,女
8732,北京,女
5624,上海,女
10929,北京,女
12796,北京,女
5576,浙江,女
12514,北京,男
7906,北京,女
8700,廣東,男
4670,北京,男
7187,上海,女
5491,北京,男
4616,北京,女
7981,北京,女
12447,雲南,男
11130,上海,女
4163,山東,女
8009,北京,男
5121,重慶,女
7651,上海,女
8148,其它,男
6187,四川,女
11000,臺灣,男
1780,廣西,女
8422,北京,男
8033,北京,男
5306,山東,女
1968,河南,女
7762,福建,女
2600,北京,女
11734,河北,女
7848,北京,男
3542,北京,女
4599,北京,男
4742,北京,女
10088,浙江,女
9831,其它,女
5628,湖南,女
10533,浙江,女
2344,黑龍江,女
6671,上海,女
6023,上海,女
9370,山東,男
11571,天津,女
12667,上海,女
5846,北京,女
6024,浙江,男
4788,北京,女
7883,福建,男
5569,江蘇,女
9898,上海,女
12779,江蘇,男
8204,浙江,女
8536,北京,女
4407,浙江,女
11179,北京,女
10344,上海,女
6098,浙江,女
6828,河北,女
7723,其它,女
3539,河北,女
6324,北京,女
11794,湖南,男
5874,山東,女
7052,北京,男
3645,北京,女
12183,上海,女
4768,北京,女
11330,湖北,女
12040,北京,女
6141,重慶,男
7583,重慶,男
2127,香港,女
8467,北京,女
11378,江蘇,男
7757,北京,女
12691,其它,男
12702,北京,男
5003,福建,女
4271,北京,女
4263,江蘇,女
6678,北京,女
4153,江西,女
8537,北京,女
9940,天津,女
7862,陝西,男
5608,江蘇,女
1963,重慶,男
12458,北京,女
3537,福建,女
6987,上海,女
9139,內蒙古,女
9913,內蒙古,女
11929,江蘇,女
10158,上海,女
6383,江蘇,女
12646,北京,女
3406,江蘇,女
7843,上海,女
2147,福建,女
8535,福建,女
11581,北京,男
10132,上海,男
8816,廣東,女
7712,廣東,男
8428,北京,男
10782,安徽,女
12759,北京,女
11414,北京,男
11467,上海,女
2581,浙江,女
4479,江蘇,女
3767,北京,女
10825,北京,女
11400,浙江,男
12556,江蘇,女
8496,北京,女
7983,北京,女
3360,遼寧,女
9291,北京,男
2463,山西,男
12637,其它,女
5795,黑龍江,女
3268,江蘇,男
11202,北京,男
10748,上海,女
4032,湖南,男
9168,北京,女
5371,江蘇,女
4462,臺灣,女
9178,安徽,女
9449,山東,女
11047,北京,男
11394,新疆,女
5952,山東,男
4895,廣東,男
8863,北京,女
5209,福建,女
5960,湖南,男
7638,廣西,女
9348,上海,女
11629,四川,女
5365,浙江,女
2679,上海,女
4647,山東,男
10976,江西,男
8591,河南,男
5522,北京,女
9085,湖南,男
8029,天津,男
12142,香港,男
7899,北京,女
6069,北京,男
9723,北京,女
8189,北京,女
7760,北京,男
12710,遼寧,女
7805,河南,女
1814,北京,女
12439,上海,女
6912,湖北,女
10189,北京,男
7813,廣東,女
8638,北京,男
8681,河北,男
8441,江蘇,女
4066,福建,女
9836,天津,男
12027,雲南,男
10687,北京,男
11070,北京,女
2886,北京,女
8934,北京,男
9887,北京,男
7343,遼寧,女
9444,上海,女
3253,廣西,女
5096,廣東,女
1808,新疆,女
8171,北京,女
12278,浙江,男
2885,上海,女
3048,北京,女
5732,江西,女
5069,北京,男
6690,其它,男
10347,北京,女
4528,北京,女
7833,北京,男
7431,安徽,女
9537,北京,男
6719,河北,女
2499,浙江,女
10796,天津,女
7827,北京,男
5897,上海,女
7930,北京,男
9660,上海,女
5844,上海,女
7262,江蘇,女
10613,浙江,女
6531,上海,女
7882,山東,男
5176,江蘇,女
11288,湖北,女
3570,上海,女
7967,上海,女
10656,上海,女
12354,天津,女
4926,北京,女
11550,河南,女
8562,黑龍江,女
11331,其它,男
12004,北京,女
12689,重慶,女
1865,四川,女
11004,廣東,女
7940,臺灣,女
9924,四川,女
10386,海外,女
10988,安徽,女
10091,天津,女
2224,山東,女
9400,海外,男
3068,廣西,女
8768,江蘇,女
12472,北京,女
11939,北京,男
11191,北京,女
12282,浙江,女
8359,北京,男
7236,浙江,女
4763,廣西,女
12191,北京,男
7909,重慶,男
11466,北京,男
8623,浙江,男
9760,北京,男
12629,浙江,男
6768,四川,男
5910,北京,男
3153,山東,女
9804,北京,女
5742,上海,女
10713,北京,男
2919,廣東,男
9572,北京,女
6785,上海,女
6054,北京,女
10041,北京,女
9250,北京,男
7136,浙江,女
9189,北京,女
11994,香港,男
4792,上海,女
10389,天津,男
2446,湖南,女
5271,北京,女
7463,浙江,男
7907,湖南,男
10073,北京,女
7291,湖北,女
11217,北京,女
7935,江蘇,女
8105,北京,男
7735,浙江,男
8666,貴州,男
9810,北京,女
3919,江西,女
4132,北京,女
3552,上海,女
10292,北京,女
11122,重慶,女
8946,北京,男
7451,上海,女
10280,北京,女
12286,廣東,男
7373,北京,女
10124,浙江,男
11016,其它,男
9905,北京,男
9607,上海,女
2427,江蘇,女
9498,湖南,男
9618,山西,男
12575,湖南,女
5512,北京,女
6224,北京,女
2308,山東,女
6335,海外,女
3259,陝西,女
9247,北京,女
10259,江蘇,男
12237,上海,女
2953,上海,女
12729,北京,女
5973,北京,女
10978,河北,女
11188,廣西,女
12457,廣東,女
6365,上海,男
9890,海外,男
9145,安徽,男
7972,江蘇,女
9693,廣東,女
6602,北京,女
3257,北京,女
8743,北京,女
6304,上海,男
12007,北京,女
9267,湖北,女
11451,上海,女
8584,湖北,女
9354,上海,女
4067,安徽,女
8216,北京,女
10267,其它,女
8106,北京,男
11675,北京,男
4929,北京,女
4035,上海,女
8177,廣東,女
2843,北京,男
8434,北京,女
12385,江蘇,女
2657,江蘇,女
9605,上海,女
8662,上海,男
9421,北京,女
5970,上海,女
11092,天津,女
12487,四川,女
11967,湖南,女
5308,河南,女
3271,山東,女
9838,海外,男
7186,浙江,女
3234,山東,女
2959,新疆,女
2485,北京,女
6414,上海,女
6547,廣東,男
11936,北京,女
4182,北京,女
4803,北京,男
9724,遼寧,男
12339,北京,女
11421,上海,女
6696,上海,女
5651,北京,男
7838,北京,女
5275,北京,男
12662,北京,女
7411,貴州,女
5890,上海,女
8093,江蘇,男
11709,北京,男
9805,湖南,男
7842,北京,女
2042,臺灣,女
3055,安徽,女
2194,四川,男
3907,上海,女
7897,上海,女
11853,四川,女
12111,北京,男
3967,山東,女
4452,湖南,女
9852,山西,女
9097,上海,女
5654,江蘇,女
3144,河北,女
12789,江蘇,男
6357,山東,女
3692,天津,女
10560,內蒙古,女
11554,遼寧,女
7554,遼寧,女
3625,山東,男
10921,北京,女
5665,上海,女
12441,廣東,女
1838,江蘇,女
8914,福建,男
2615,吉林,女
9223,黑龍江,女
7535,上海,女
3309,浙江,女
8332,浙江,女
10291,上海,女
7725,廣東,男
2156,福建,女
9960,河北,女
10949,上海,女
4254,浙江,女
12296,上海,女
6643,甘肅,女
4769,上海,女
10421,海外,女
10406,北京,女
6727,北京,女
5363,安徽,男
11934,河南,女
11482,四川,男
12169,上海,女
3592,新疆,女
2412,湖南,女
2009,貴州,女
6553,浙江,女
3370,北京,女
9406,上海,女
7510,廣東,女
6273,上海,男
6203,安徽,女
9399,湖南,女
1901,海外,女
5521,安徽,女
8028,臺灣,女
6979,遼寧,女
11538,海外,男
4991,北京,女
2780,上海,女
8153,江蘇,女
12384,北京,女
4094,北京,男
5035,上海,女
10905,上海,女
11926,江蘇,男
11112,上海,男
8289,湖南,女
6961,上海,女
2205,北京,女
1733,上海,女
6744,上海,女
2978,江蘇,女
7859,江西,女
4020,河北,女
12097,江蘇,女
4828,北京,女
12417,上海,女
7399,江蘇,女
8485,遼寧,男
10539,浙江,男
6980,海外,男
7225,上海,女
1823,河北,女
8022,上海,女
10016,北京,男
7936,其它,女
7175,內蒙古,女
3708,上海,女
7832,北京,男
11801,山西,女
2824,北京,女
3619,北京,女
9538,江蘇,女
8598,廣東,女
8659,河南,女
3072,江蘇,女
5471,江蘇,女
11646,山東,男
5668,陝西,女
5673,黑龍江,男
11783,天津,女
12517,安徽,女
2407,湖北,女
8518,北京,男
8897,上海,女
10203,上海,女
9159,廣東,女
10924,其它,女
10896,上海,女
8338,湖南,女
5488,遼寧,女
12126,上海,女
6112,重慶,女
11659,上海,女
2787,江西,女
7290,上海,女
5984,北京,女
8011,北京,女
4582,北京,女
5250,北京,女
6222,天津,女
3444,福建,男
5239,湖南,女
8806,北京,女
4496,上海,女
11317,貴州,女
2718,浙江,女
6425,北京,女
3475,海外,女
6393,四川,女
10634,香港,女
11977,北京,男
12405,陝西,男
3090,江蘇,女
11492,上海,女
3199,北京,女
5495,福建,女
9496,江蘇,女
7927,北京,男
3563,海外,女
2060,北京,女
7768,北京,女
3685,福建,女
4706,山東,女
5469,北京,女
9877,北京,女
6171,山東,女
6847,北京,女
3521,上海,女
11207,海南,男
4686,上海,女
12523,廣東,男
5803,北京,女
6872,北京,男
10238,北京,男
11260,福建,女
7917,湖南,男
4048,廣東,女
9757,北京,男
6373,上海,男
8353,廣東,男
7928,北京,男
11304,內蒙古,女
3605,北京,女
4328,上海,女
2931,黑龍江,女
12021,山東,女
9455,安徽,女
5466,浙江,女
10489,北京,男
6885,廣東,男
9124,北京,男
9756,北京,男
9398,內蒙古,女
12468,北京,男
2041,福建,女
3750,浙江,女
11496,香港,男
3420,廣東,女
11454,廣東,女
6293,上海,女
2092,遼寧,女
9665,江蘇,女
6817,北京,男
9874,四川,女
10381,海外,女
9753,內蒙古,女
4667,浙江,女
4716,湖北,男
5277,其它,女
11631,江蘇,女
8525,河南,女
8935,上海,女
5117,上海,女
2038,上海,女
11161,上海,男
4964,北京,女
2516,遼寧,女
11795,遼寧,女
3686,上海,女
9214,北京,男
12110,廣東,男
2051,福建,女
4639,上海,女
5335,四川,女
10779,安徽,男
12456,海外,女
12561,廣東,男
4992,北京,女
2829,北京,女
1804,吉林,男
5917,江西,女
1840,上海,男
3249,北京,女
4531,江蘇,女
2479,廣東,女
6232,吉林,女
3634,臺灣,女
8163,浙江,女
4177,雲南,女
4693,北京,女
7745,福建,女
7811,臺灣,女
3391,湖南,男
7968,上海,女
4308,江蘇,女
8604,山東,女
5391,江蘇,女
7011,浙江,女
7569,山東,女
2521,湖南,女
6463,福建,女
9903,山東,女
5915,江蘇,女
5774,上海,女
11028,上海,女
6540,天津,女
6609,上海,女
5008,重慶,女
8754,廣西,女
1867,重慶,女
5046,其它,女
5993,浙江,女
7024,內蒙古,女
5649,山西,女
8098,河南,男
7555,浙江,女
5714,廣東,女
3670,河北,女
7258,四川,男
1806,浙江,女
10170,貴州,女
12590,江西,女
8078,安徽,女
5684,上海,女
5383,吉林,女
1964,上海,女
9600,臺灣,男
5940,江蘇,女
10633,北京,女
5468,遼寧,女
8686,北京,女
7630,四川,男
1811,福建,女
2519,海南,女
5929,湖北,女
9217,河南,女
8932,上海,女
5026,湖北,女
7458,天津,女
11896,廣東,男
6632,江蘇,女
8383,臺灣,男
7508,上海,女
9039,浙江,女
5538,河南,女
4395,上海,女
1885,吉林,女
4403,北京,女
5262,江西,女
12391,安徽,男
11753,浙江,女
12118,貴州,女
2140,臺灣,女
7512,吉林,女
8318,重慶,女
3129,湖南,女
7216,廣東,女
9819,廣東,女
2158,吉林,女
2066,陝西,男
2450,北京,女
2366,浙江,男
4766,天津,女
3791,江蘇,女
10217,上海,男
2986,浙江,女
2073,吉林,女
3987,吉林,女
12504,江蘇,女
9997,上海,女
8742,北京,男
1927,海外,女
1793,四川,女
6245,上海,女
4475,北京,男
5336,福建,男
11336,北京,男
12166,北京,女
7987,江蘇,女
4707,上海,女
5296,廣東,女
7443,廣東,女
2033,河南,女
8808,四川,女
12720,浙江,女
7389,山東,女
5786,上海,女
11045,上海,女
2277,北京,女
7698,廣東,女
9276,湖南,女
6062,其它,女
4015,北京,女
9327,上海,男
6453,重慶,女
12510,廣東,男
6647,江蘇,女
8989,北京,男
10106,香港,男
8708,北京,女
7293,福建,女
7064,北京,女
11155,江西,女
12233,江西,男
12578,安徽,女
4941,北京,女
1770,北京,女
7826,北京,女
3158,陝西,男
7565,四川,男
4675,浙江,女
9816,江西,女
11543,北京,男
7809,江蘇,女
5217,北京,男
11996,上海,女
8316,安徽,女
3571,陝西,女
8720,陝西,女
6520,北京,女
3923,天津,女
3914,上海,女
10467,陝西,男
11905,江蘇,女
9527,北京,男
3344,山東,男
11888,北京,女
9363,上海,女
8566,北京,男
6611,浙江,女
10995,浙江,女
3215,安徽,女
5300,天津,女
9837,浙江,女
11007,江蘇,女
8426,北京,女
10237,上海,女
7270,遼寧,女
8994,浙江,女
2487,山西,女
7776,陝西,女
4932,安徽,女
3401,河北,女
11499,重慶,女
5044,福建,女
7629,江蘇,女
6080,北京,女
3350,江蘇,女
11974,北京,男
7750,遼寧,女
4761,福建,女
1949,江蘇,女
11955,四川,女
5133,河北,女
8544,湖南,男
11335,黑龍江,女
9302,重慶,女
7729,江蘇,女
11697,北京,女
7119,海外,女
5772,福建,男
11717,湖北,女
11622,浙江,男
11992,北京,男
2514,上海,女
3754,黑龍江,女
2069,其它,女
9258,廣東,女
12761,上海,女
11956,遼寧,女
10323,北京,女
7006,重慶,女
7227,上海,女
3134,黑龍江,女
4744,北京,女
6748,山東,女
12551,江蘇,女
5023,臺灣,男
6340,遼寧,男
11911,重慶,男
8160,湖北,男
7717,上海,女
5189,湖南,女
4096,四川,男
12159,北京,男
7613,山西,女
12098,山東,女
8526,江西,男
2594,遼寧,女
8442,北京,男
8111,山東,女
7903,臺灣,男
10741,廣東,女
10881,北京,女
12802,廣東,女
6386,廣東,男
1895,上海,男
2208,安徽,女
10311,廣西,男
7976,江蘇,女
7645,河北,女
2461,山西,女
11348,北京,男
9366,上海,女
6077,北京,女
6587,北京,女
10709,臺灣,男
6605,北京,女
12434,河北,女
8435,河南,男
5852,廣東,女
5671,上海,女
7415,河南,男
12676,廣東,女
10011,河南,男
6140,安徽,女
7945,河南,男
10627,遼寧,女
3342,北京,男
4581,遼寧,女
6298,上海,女
9632,上海,男
3913,重慶,女
7700,遼寧,女
9862,其它,女
11084,福建,男
7836,北京,女
4738,上海,女
4044,四川,女
3279,湖南,女
3671,浙江,女
3853,北京,女
9237,湖北,女
7975,北京,男
12035,四川,女
10550,江西,女
2866,江西,男
3751,廣東,女
6804,北京,女
3856,廣東,女
2851,四川,女
12228,山西,女
10469,北京,男
6477,北京,男
11471,天津,女
10190,北京,女
10692,山東,男
3210,廣東,女
3980,北京,女
4497,山東,男
6178,北京,男
3171,廣東,男
3962,北京,男
9985,其它,女
2673,其它,女
7991,江西,女
5963,湖南,女
7828,河南,男
10487,北京,男
2394,天津,女
11975,四川,女
5586,四川,女
10516,北京,男
10854,廣東,女
7785,其它,女
5567,其它,女
4830,廣東,男
9253,浙江,男
9306,海外,女
8841,河南,女
6240,河北,女
10296,浙江,女
6637,浙江,女
10957,湖北,女
3236,福建,女
2350,廣東,女
7793,上海,女
9436,湖南,女
3110,海外,女
8837,北京,男
5727,浙江,女
10639,北京,女
8587,其它,男
12614,北京,男
7990,北京,男
10123,四川,女
7886,重慶,女
8083,山西,女
2447,其它,男
3357,北京,女
7478,海南,女
12016,北京,女
3628,浙江,女
3246,廣東,女
9759,江蘇,女
3013,浙江,女
5839,吉林,女
9861,上海,女
12071,河南,女
5593,四川,女
2737,湖南,女
5540,浙江,男
10874,福建,女
4565,重慶,女
6930,江蘇,女
9833,北京,男
2568,浙江,女
3448,福建,女
3264,其它,女
3460,澳門,女
3839,廣東,女
3769,上海,女
9510,四川,女
6985,浙江,女
5206,海外,女
2621,黑龍江,女
11171,北京,女
5474,北京,女
3269,福建,女
4756,浙江,女
5842,湖北,女
3490,天津,女
3999,北京,女
5662,北京,女
3334,湖北,女
3422,江西,女
2264,廣東,女
6857,上海,女
8964,江蘇,女
1912,四川,女
6085,四川,女
6511,北京,女
12313,海外,女
11524,北京,女
12409,江蘇,女
2070,四川,女
4197,陝西,女
11485,湖南,女
11698,上海,女
1837,重慶,女
9638,北京,女
5449,其它,女
9082,北京,女
12432,湖北,女
1969,北京,女
3247,海南,女
6151,北京,女
11039,青海,女
5462,遼寧,女
4472,湖北,女
2097,重慶,女
2904,廣西,女
9923,上海,女
7818,黑龍江,女
10107,上海,女
5946,江蘇,女
11733,北京,男
11025,上海,女
7462,上海,男
3440,北京,女
8833,海外,女
11124,重慶,女
10182,湖北,男
8506,江蘇,女
2510,其它,女
9658,其它,女
6625,其它,女
11771,上海,女
9978,廣東,女
1724,廣東,女
12492,上海,女
8983,江蘇,女
2599,廣東,女
7956,北京,女
6205,四川,女
11100,上海,女
6034,安徽,女
2076,北京,女
4685,陝西,女
4717,廣東,女
3931,天津,女
11058,上海,女
10861,江蘇,女
9155,北京,女
6873,江蘇,女
9801,陝西,女
9060,貴州,女
11635,重慶,女
10766,香港,女
11398,遼寧,女
8714,四川,女
10369,廣東,女
6337,廣西,女
10255,天津,女
7690,陝西,女
5418,北京,男
6585,重慶,男
7688,浙江,女
5438,陝西,女
6139,浙江,女
11970,北京,女
9131,北京,女
10274,重慶,女
10341,北京,女
3263,四川,女
5726,湖南,女
3979,山東,女
11073,福建,女
12664,四川,女
3679,四川,女
6322,上海,女
7741,北京,女
2329,北京,女
11720,山東,女
10853,其它,女
4419,福建,女
7854,安徽,女
1851,北京,女
9216,其它,女
10801,上海,男
8012,其它,女
12571,廣東,女
9896,上海,女
6214,河北,女
1788,上海,女
3971,江蘇,女
8130,福建,女
2416,浙江,女
7756,浙江,女
6888,上海,女
4056,其它,女
4864,河南,女
7870,北京,男
4424,河南,女
11712,安徽,男
7163,河南,女
6309,遼寧,女
3549,上海,女
6636,河北,女
2975,上海,女
10099,上海,女
9347,北京,男
8980,山西,女
12260,北京,男
5554,上海,女
5476,福建,女
9980,湖南,男
4800,吉林,女
3915,其它,女
5014,北京,女
11372,上海,男
8366,福建,女
8871,廣東,男
3613,浙江,女
9382,福建,女
4431,四川,女
1832,江蘇,女
12317,福建,女
12712,浙江,女
3897,上海,女
10671,安徽,女
8415,河北,女
10378,臺灣,女
4181,北京,女
3525,江蘇,女
7178,浙江,女
9762,貴州,女
11582,北京,女
9684,北京,女
7379,山東,女
3697,浙江,男
12014,廣東,女
7566,河北,女
6871,其它,女
6866,廣東,女
1824,四川,女
6204,廣東,女
7734,北京,男
9564,內蒙古,女
3411,天津,女
2623,北京,女
1822,其它,男
8515,北京,女
10860,貴州,男
11423,北京,女
2136,江蘇,男
8818,四川,女
3806,北京,男
3175,湖南,女
11747,北京,男
5280,上海,女
5193,上海,女
7849,江蘇,男
2998,湖南,女
3349,上海,女
8284,北京,男
8762,北京,男
8257,北京,女
5815,重慶,女
11879,北京,女
9628,北京,男
7858,山東,女
7083,北京,女
5948,廣東,女
4010,上海,女
4917,安徽,女
1765,河南,女
11240,廣東,女
