holder_id,target_id,label
1750,258,1
1750,1086,1
1750,354,1
1750,1156,0
1750,1168,0
1750,671,0
1750,132,0
1750,1510,0
1751,526,1
1751,753,1
1751,788,1
1751,881,0
1751,381,0
1751,749,0
1752,53,1
1752,1385,1
1752,455,0
1752,1119,0
1753,1445,1
1753,1435,1
1753,181,1
1753,49,0
1753,1681,0
1753,185,0
1754,931,1
1754,4,1
1754,1373,0
1754,1311,0
1755,976,1
1755,120,1
1755,48,0
1755,1463,0
1756,1445,1
1756,739,1
1756,1082,0
1756,611,0
1757,739,1
1757,1710,0
1758,386,1
1758,360,1
1758,768,1
1758,1094,0
1758,492,0
1758,1370,0
1759,1445,1
1759,878,1
1759,739,1
1759,819,0
1759,974,0
1759,1040,0
1760,76,1
1760,1708,0
1761,825,1
1761,223,1
1761,951,1
1761,402,1
1761,251,1
1761,669,1
1761,1058,0
1761,640,0
1761,599,0
1761,1146,0
1761,1159,0
1761,1033,0
1762,16,1
1762,78,1
1762,856,0
1762,1386,0
1763,889,1
1763,50,1
1763,11,1
1763,676,1
1763,5,1
1763,136,1
1763,114,1
1763,304,1
1763,946,1
1763,837,0
1763,335,0
1763,793,0
1763,272,0
1763,1691,0
1763,1224,0
1763,212,0
1763,1506,0
1763,75,0
1764,670,1
1764,26,1
1764,91,1
1764,938,0
1764,439,0
1764,1180,0
1765,1116,1
1765,93,1
1765,386,0
1765,1111,0
1766,1445,1
1766,100,1
1766,181,1
1766,1152,0
1766,1582,0
1766,1711,0
1767,878,1
1767,50,1
1767,346,1
1767,88,1
1767,1094,0
1767,1453,0
1767,69,0
1767,905,0
1768,698,1
1768,426,1
1768,223,1
1768,424,1
1768,1237,1
1768,1037,1
1768,1144,1
1768,353,1
1768,20,1
1768,1402,1
1768,1390,1
1768,252,1
1768,454,1
1768,1393,1
1768,192,1
1768,3,1
1768,1598,1
1768,1044,1
1768,18,1
1768,1514,0
1768,1006,0
1768,825,0
1768,1210,0
1768,288,0
1768,628,0
1768,435,0
1768,647,0
1768,266,0
1768,754,0
1768,727,0
1768,406,0
1768,1269,0
1768,992,0
1768,290,0
1768,1265,0
1768,1345,0
1768,110,0
1768,1217,0
1769,66,1
1769,1247,0
1770,492,1
1770,64,0
1771,116,1
1771,913,0
1772,739,1
1772,273,0
1773,139,1
1773,66,1
1773,1126,1
1773,93,1
1773,1061,1
1773,202,0
1773,1183,0
1773,946,0
1773,988,0
1773,194,0
1774,343,1
1774,432,0
1775,386,1
1775,1200,1
1775,360,1
1775,136,1
1775,1107,0
1775,1262,0
1775,1220,0
1775,146,0
1776,409,1
1776,231,0
1777,1648,1
1777,1643,1
1777,1720,1
1777,804,0
1777,696,0
1777,852,0
1778,479,1
1778,575,1
1778,392,1
1778,116,1
1778,1445,1
1778,1197,0
1778,472,0
1778,1373,0
1778,169,0
1778,847,0
1779,139,1
1779,315,0
1780,254,1
1780,673,1
1780,978,0
1780,1404,0
1781,294,1
1781,398,1
1781,3,1
1781,253,1
1781,265,1
1781,241,1
1781,86,1
1781,872,0
1781,1555,0
1781,871,0
1781,704,0
1781,1715,0
1781,966,0
1781,452,0
1782,1116,1
1782,126,1
1782,938,0
1782,1061,0
1783,52,1
1783,136,1
1783,924,1
1783,601,1
1783,1044,0
1783,302,0
1783,225,0
1783,1394,0
1784,610,1
1784,19,1
1784,1337,0
1784,1322,0
1785,92,1
1785,116,1
1785,102,1
1785,30,1
1785,1170,1
1785,1273,1
1785,14,1
1785,817,0
1785,953,0
1785,780,0
1785,461,0
1785,549,0
1785,518,0
1785,1076,0
1786,1445,1
1786,181,1
1786,3,1
1786,669,1
1786,40,0
1786,190,0
1786,760,0
1786,1137,0
1787,41,1
1787,280,1
1787,197,1
1787,11,1
1787,92,1
1787,14,1
1787,76,1
1787,386,1
1787,317,1
1787,255,1
1787,191,1
1787,50,1
1787,16,1
1787,140,1
1787,124,1
1787,5,1
1787,47,1
1787,1014,1
1787,538,1
1787,24,1
1787,186,1
1787,116,1
1787,147,1
1787,551,1
1787,387,1
1787,91,1
1787,13,1
1787,223,1
1787,66,1
1787,363,1
1787,660,1
1787,28,1
1787,573,1
1787,180,1
1787,25,1
1787,249,1
1787,292,1
1787,230,1
1787,129,1
1787,1620,0
1787,1001,0
1787,454,0
1787,1675,0
1787,1543,0
1787,359,0
1787,923,0
1787,922,0
1787,435,0
1787,1257,0
1787,297,0
1787,732,0
1787,1058,0
1787,42,0
1787,213,0
1787,1367,0
1787,794,0
1787,618,0
1787,1609,0
1787,883,0
1787,570,0
1787,173,0
1787,1025,0
1787,1689,0
1787,237,0
1787,1601,0
1787,855,0
1787,1417,0
1787,1072,0
1787,669,0
1787,1016,0
1787,1115,0
1787,1304,0
1787,68,0
1787,779,0
1787,1458,0
1787,1524,0
1787,222,0
1787,168,0
1788,100,1
1788,81,1
1788,136,1
1788,437,0
1788,1016,0
1788,1402,0
1789,1126,1
1789,136,1
1789,1632,0
1789,1324,0
1790,261,1
1790,453,1
1790,1202,1
1790,20,1
1790,162,0
1790,1542,0
1790,1353,0
1790,1676,0
1791,150,1
1791,386,1
1791,789,1
1791,1108,1
1791,16,1
1791,763,0
1791,391,0
1791,760,0
1791,1231,0
1791,1049,0
1792,53,1
1792,865,1
1792,116,1
1792,22,1
1792,4,1
1792,758,0
1792,391,0
1792,941,0
1792,1562,0
1792,678,0
1793,17,1
1793,230,1
1793,684,0
1793,991,0
1794,1679,1
1794,367,0
1795,859,1
1795,1170,1
1795,575,1
1795,1277,0
1795,1206,0
1795,777,0
1796,92,1
1796,14,1
1796,102,1
1796,106,1
1796,1390,0
1796,1593,0
1796,477,0
1796,74,0
1797,57,1
1797,1234,0
1798,1484,1
1798,609,1
1798,126,1
1798,1,0
1798,1553,0
1798,554,0
1799,1043,1
1799,202,0
1800,6,1
1800,1057,0
1801,92,1
1801,15,0
1802,17,1
1802,1108,1
1802,449,1
1802,1222,0
1802,176,0
1802,1559,0
1803,1445,1
1803,1181,0
1804,360,1
1804,124,1
1804,7,1
1804,92,1
1804,14,1
1804,83,1
1804,386,1
1804,184,1
1804,283,1
1804,64,1
1804,297,0
1804,1347,0
1804,1376,0
1804,1569,0
1804,136,0
1804,238,0
1804,410,0
1804,1511,0
1804,1395,0
1804,1017,0
1805,195,1
1805,110,0
1806,76,1
1806,180,1
1806,1581,0
1806,825,0
1807,753,1
1807,54,1
1807,27,1
1807,141,1
1807,731,1
1807,412,1
1807,93,1
1807,449,1
1807,175,0
1807,1174,0
1807,1452,0
1807,670,0
1807,633,0
1807,120,0
1807,1587,0
1807,1607,0
1808,789,1
1808,960,0
1809,81,1
1809,225,1
1809,190,1
1809,310,1
1809,15,1
1809,4,1
1809,89,1
1809,66,1
1809,146,1
1809,154,1
1809,1006,1
1809,1721,1
1809,647,0
1809,1252,0
1809,7,0
1809,287,0
1809,1214,0
1809,1068,0
1809,411,0
1809,1057,0
1809,1559,0
1809,1307,0
1809,1551,0
1809,1205,0
1810,561,1
1810,692,0
1811,660,1
1811,782,1
1811,5,1
1811,37,1
1811,146,1
1811,982,0
1811,754,0
1811,587,0
1811,1445,0
1811,1661,0
1812,198,1
1812,1126,1
1812,1293,1
1812,668,1
1812,1295,0
1812,1013,0
1812,1166,0
1812,1460,0
1813,76,1
1813,50,1
1813,1493,1
1813,619,1
1813,8,1
1813,336,1
1813,412,1
1813,22,1
1813,241,1
1813,93,1
1813,16,1
1813,922,0
1813,1219,0
1813,1296,0
1813,365,0
1813,1006,0
1813,56,0
1813,576,0
1813,500,0
1813,580,0
1813,1331,0
1813,1032,0
1814,126,1
1814,642,1
1814,1217,0
1814,153,0
1815,16,1
1815,1075,1
1815,78,1
1815,177,0
1815,852,0
1815,1030,0
1816,402,1
1816,1206,1
1816,379,0
1816,1184,0
1817,931,1
1817,669,1
1817,1240,0
1817,1622,0
1818,126,1
1818,124,1
1818,1261,0
1818,419,0
1819,4,1
1819,1447,1
1819,223,1
1819,573,1
1819,136,1
1819,11,1
1819,859,1
1819,90,1
1819,47,1
1819,661,1
1819,387,1
1819,124,1
1819,59,0
1819,1480,0
1819,152,0
1819,194,0
1819,500,0
1819,1389,0
1819,1411,0
1819,126,0
1819,978,0
1819,389,0
1819,1336,0
1819,1272,0
1820,17,1
1820,1134,0
1821,1108,1
1821,54,1
1821,857,1
1821,454,0
1821,725,0
1821,1183,0
1822,16,1
1822,15,1
1822,136,1
1822,799,1
1822,189,1
1822,594,0
1822,202,0
1822,391,0
1822,483,0
1822,1345,0
1823,53,1
1823,22,1
1823,371,1
1823,146,1
1823,1294,0
1823,947,0
1823,1064,0
1823,1032,0
1824,76,1
1824,260,1
1824,78,1
1824,619,1
1824,649,0
1824,1688,0
1824,130,0
1824,1267,0
1825,316,1
1825,136,1
1825,1641,0
1825,1600,0
1826,6,1
1826,569,0
1827,5,1
1827,1445,1
1827,739,1
1827,181,1
1827,582,1
1827,94,1
1827,54,1
1827,641,1
1827,17,1
1827,102,0
1827,75,0
1827,553,0
1827,1399,0
1827,856,0
1827,1334,0
1827,1335,0
1827,343,0
1827,362,0
1828,1505,1
1828,1231,1
1828,27,1
1828,1393,1
1828,35,1
1828,354,1
1828,20,1
1828,54,1
1828,236,1
1828,392,1
1828,30,1
1828,25,1
1828,739,1
1828,1449,1
1828,669,1
1828,722,0
1828,957,0
1828,140,0
1828,1047,0
1828,1259,0
1828,1425,0
1828,150,0
1828,393,0
1828,1139,0
1828,1215,0
1828,492,0
1828,1592,0
1828,279,0
1828,933,0
1828,493,0
1829,17,1
1829,801,1
1829,388,0
1829,616,0
1830,85,1
1830,1287,0
1831,5,1
1831,651,0
1832,76,1
1832,136,1
1832,400,0
1832,1261,0
1833,976,1
1833,53,1
1833,76,1
1833,455,1
1833,668,1
1833,45,1
1833,28,1
1833,94,1
1833,768,1
1833,640,1
1833,136,1
1833,40,0
1833,838,0
1833,298,0
1833,1436,0
1833,1180,0
1833,272,0
1833,1249,0
1833,1542,0
1833,662,0
1833,1101,0
1833,106,0
1834,117,1
1834,50,1
1834,116,1
1834,5,1
1834,401,1
1834,94,1
1834,449,1
1834,499,1
1834,119,1
1834,304,1
1834,27,1
1834,443,1
1834,4,1
1834,104,1
1834,188,0
1834,307,0
1834,1603,0
1834,933,0
1834,1404,0
1834,598,0
1834,114,0
1834,807,0
1834,667,0
1834,661,0
1834,1304,0
1834,1058,0
1834,957,0
1834,90,0
1835,412,1
1835,47,1
1835,146,1
1835,90,1
1835,1445,1
1835,629,1
1835,3,1
1835,13,1
1835,1006,1
1835,606,0
1835,288,0
1835,229,0
1835,873,0
1835,1012,0
1835,1530,0
1835,68,0
1835,887,0
1835,331,0
1836,230,1
1836,17,1
1836,346,1
1836,405,0
1836,567,0
1836,1178,0
1837,836,1
1837,660,1
1837,739,1
1837,669,1
1837,340,1
1837,35,1
1837,733,1
1837,54,1
1837,118,1
1837,17,1
1837,85,1
1837,1108,1
1837,177,1
1837,5,1
1837,39,0
1837,1514,0
1837,1535,0
1837,1140,0
1837,242,0
1837,1237,0
1837,671,0
1837,864,0
1837,831,0
1837,997,0
1837,662,0
1837,840,0
1837,80,0
1837,1662,0
1838,6,1
1838,1376,1
1838,722,1
1838,936,0
1838,641,0
1838,1292,0
1839,66,1
1839,136,1
1839,262,0
1839,1702,0
1840,668,1
1840,1485,0
1841,54,1
1841,16,1
1841,1344,0
1841,609,0
1842,186,1
1842,13,1
1842,50,1
1842,93,1
1842,572,1
1842,1578,1
1842,54,1
1842,62,1
1842,45,1
1842,118,1
1842,76,1
1842,27,1
1842,150,1
1842,340,1
1842,146,1
1842,116,1
1842,492,1
1842,14,1
1842,660,1
1842,223,1
1842,1014,1
1842,124,1
1842,5,1
1842,551,1
1842,179,1
1842,419,1
1842,478,0
1842,1380,0
1842,1150,0
1842,1006,0
1842,216,0
1842,1076,0
1842,1068,0
1842,1646,0
1842,1321,0
1842,765,0
1842,224,0
1842,1575,0
1842,1563,0
1842,956,0
1842,1582,0
1842,1390,0
1842,948,0
1842,883,0
1842,883,0
1842,1392,0
1842,668,0
1842,1585,0
1842,361,0
1842,87,0
1842,974,0
1842,1479,0
1843,342,1
1843,881,0
1844,6,1
1844,348,0
1845,551,1
1845,208,1
1845,822,0
1845,760,0
1846,402,1
1846,582,1
1846,1078,0
1846,1664,0
1847,1086,1
1847,15,1
1847,352,0
1847,376,0
1848,325,1
1848,1685,1
1848,1406,0
1848,347,0
1849,976,1
1849,14,1
1849,306,0
1849,1390,0
1850,256,1
1850,13,1
1850,670,1
1850,217,1
1850,66,1
1850,91,1
1850,7,1
1850,1517,1
1850,499,1
1850,169,1
1850,20,1
1850,538,1
1850,551,1
1850,5,1
1850,140,1
1850,25,1
1850,1014,1
1850,60,1
1850,124,1
1850,746,0
1850,719,0
1850,1109,0
1850,1413,0
1850,97,0
1850,288,0
1850,585,0
1850,1145,0
1850,443,0
1850,915,0
1850,467,0
1850,11,0
1850,1232,0
1850,1333,0
1850,1486,0
1850,1230,0
1850,465,0
1850,1136,0
1850,1423,0
1851,88,1
1851,1681,0
1852,449,1
1852,17,1
1852,179,1
1852,207,1
1852,1452,1
1852,283,1
1852,195,1
1852,307,0
1852,358,0
1852,1300,0
1852,1259,0
1852,822,0
1852,697,0
1852,73,0
1853,76,1
1853,93,1
1853,1377,0
1853,1101,0
1854,148,1
1854,555,1
1854,566,1
1854,915,1
1854,1095,1
1854,686,1
1854,918,1
1854,953,1
1854,1020,1
1854,1128,1
1854,866,1
1854,1462,1
1854,650,1
1854,1060,1
1854,947,1
1854,407,0
1854,420,0
1854,952,0
1854,70,0
1854,1412,0
1854,751,0
1854,298,0
1854,120,0
1854,1131,0
1854,18,0
1854,26,0
1854,437,0
1854,1265,0
1854,1158,0
1854,216,0
1855,878,1
1855,819,0
1856,54,1
1856,1435,1
1856,5,1
1856,1445,1
1856,52,1
1856,85,1
1856,1126,1
1856,724,1
1856,45,0
1856,93,0
1856,1061,0
1856,1352,0
1856,474,0
1856,401,0
1856,1355,0
1856,1715,0
1857,1126,1
1857,1445,1
1857,976,1
1857,114,1
1857,1284,0
1857,1649,0
1857,919,0
1857,1385,0
1858,1081,1
1858,918,1
1858,1011,1
1858,934,1
1858,1714,1
1858,1083,1
1858,1397,1
1858,279,1
1858,703,0
1858,999,0
1858,1043,0
1858,560,0
1858,493,0
1858,394,0
1858,710,0
1858,179,0
1859,25,1
1859,649,0
1860,17,1
1860,449,1
1860,81,1
1860,27,1
1860,1635,1
1860,1028,1
1860,756,0
1860,1076,0
1860,30,0
1860,474,0
1860,252,0
1860,121,0
1861,572,1
1861,840,1
1861,1578,1
1861,571,0
1861,1319,0
1861,899,0
1862,14,1
1862,1051,1
1862,675,0
1862,509,0
1863,572,1
1863,1385,1
1863,364,1
1863,865,1
1863,455,1
1863,62,1
1863,11,1
1863,96,1
1863,59,1
1863,1126,1
1863,847,0
1863,375,0
1863,288,0
1863,77,0
1863,1021,0
1863,837,0
1863,339,0
1863,1505,0
1863,1528,0
1863,616,0
1864,739,1
1864,874,0
1865,6,1
1865,382,0
1866,878,1
1866,87,1
1866,342,1
1866,1219,0
1866,1015,0
1866,1525,0
1867,655,1
1867,350,1
1867,1088,1
1867,415,1
1867,36,1
1867,1133,1
1867,519,1
1867,1232,0
1867,154,0
1867,886,0
1867,534,0
1867,1599,0
1867,1516,0
1867,24,0
1868,869,1
1868,684,1
1868,443,1
1868,567,1
1868,388,1
1868,1088,1
1868,525,1
1868,931,1
1868,63,1
1868,347,0
1868,1637,0
1868,1463,0
1868,901,0
1868,1649,0
1868,1129,0
1868,1306,0
1868,393,0
1868,1562,0
1869,1564,1
1869,1013,1
1869,425,0
1869,1431,0
1870,13,1
1870,360,1
1870,93,1
1870,124,1
1870,259,1
1870,215,1
1870,544,1
1870,1513,1
1870,57,1
1870,5,1
1870,472,1
1870,152,1
1870,303,1
1870,438,1
1870,220,1
1870,1661,1
1870,363,1
1870,941,1
1870,282,1
1870,703,1
1870,661,1
1870,216,1
1870,7,1
1870,306,1
1870,27,1
1870,39,1
1870,983,1
1870,105,1
1870,214,1
1870,1601,1
1870,145,1
1870,1075,1
1870,267,1
1870,66,1
1870,136,1
1870,322,0
1870,1133,0
1870,753,0
1870,89,0
1870,1007,0
1870,1493,0
1870,879,0
1870,1220,0
1870,189,0
1870,1179,0
1870,178,0
1870,223,0
1870,559,0
1870,494,0
1870,757,0
1870,408,0
1870,553,0
1870,1034,0
1870,218,0
1870,1400,0
1870,1045,0
1870,1719,0
1870,735,0
1870,95,0
1870,1010,0
1870,531,0
1870,418,0
1870,1333,0
1870,564,0
1870,735,0
1870,383,0
1870,485,0
1870,965,0
1870,1423,0
1870,1298,0
1871,342,1
1871,469,1
1871,1406,0
1871,1143,0
1872,342,1
1872,365,1
1872,783,0
1872,1342,0
1873,976,1
1873,499,1
1873,865,1
1873,328,0
1873,420,0
1873,1186,0
1874,52,1
1874,865,1
1874,942,0
1874,658,0
1875,66,1
1875,132,0
1876,92,1
1876,88,0
1877,1257,1
1877,116,1
1877,76,1
1877,136,0
1877,204,0
1877,392,0
1878,256,1
1878,551,0
1879,100,1
1879,976,1
1879,1721,1
1879,3,1
1879,267,1
1879,739,1
1879,1259,1
1879,59,1
1879,817,1
1879,1195,1
1879,116,1
1879,343,1
1879,182,1
1879,6,1
1879,151,1
1879,244,1
1879,1126,1
1879,98,1
1879,5,1
1879,41,1
1879,768,1
1879,7,1
1879,76,1
1879,65,1
1879,274,1
1879,185,1
1879,283,1
1879,4,1
1879,13,1
1879,11,1
1879,909,1
1879,1468,1
1879,360,1
1879,931,1
1879,27,1
1879,494,1
1879,308,1
1879,1222,1
1879,424,1
1879,1587,1
1879,1155,1
1879,105,1
1879,1635,1
1879,1186,1
1879,259,1
1879,1465,1
1879,18,1
1879,421,1
1879,447,1
1879,66,1
1879,556,1
1879,251,1
1879,1687,1
1879,996,1
1879,521,1
1879,58,1
1879,45,1
1879,878,1
1879,197,1
1879,1378,1
1879,260,1
1879,894,1
1879,150,1
1879,710,1
1879,15,1
1879,896,1
1879,54,1
1879,32,1
1879,370,1
1879,1409,1
1879,69,1
1879,431,1
1879,577,1
1879,320,1
1879,668,1
1879,147,1
1879,124,1
1879,362,1
1879,489,1
1879,25,1
1879,170,1
1879,172,1
1879,19,1
1879,1048,1
1879,988,1
1879,36,1
1879,50,1
1879,831,1
1879,592,1
1879,26,1
1879,333,1
1879,1014,1
1879,793,1
1879,505,1
1879,1116,1
1879,231,1
1879,310,1
1879,536,1
1879,79,1
1879,387,1
1879,780,1
1879,1315,1
1879,762,1
1879,39,1
1879,415,1
1879,1270,1
1879,445,1
1879,436,1
1879,86,1
1879,474,1
1879,122,1
1879,670,1
1879,660,1
1879,145,1
1879,636,1
1879,918,1
1879,511,1
1879,1678,1
1879,451,1
1879,14,1
1879,1082,1
1879,134,1
1879,51,1
1879,139,1
1879,156,1
1879,17,1
1879,245,1
1879,234,1
1879,484,1
1879,247,1
1879,619,1
1879,618,1
1879,300,1
1879,422,1
1879,1153,1
1879,16,1
1879,62,1
1879,994,1
1879,1231,1
1879,194,1
1879,486,1
1879,154,1
1879,824,1
1879,398,1
1879,407,1
1879,792,1
1879,126,1
1879,378,1
1879,1466,1
1879,649,1
1879,175,1
1879,480,1
1879,1311,1
1879,702,1
1879,733,1
1879,179,1
1879,379,1
1879,633,1
1879,47,1
1879,316,1
1879,925,1
1879,1612,1
1879,548,1
1879,1108,1
1879,63,1
1879,653,1
1879,689,1
1879,187,1
1879,1553,1
1879,573,1
1879,712,1
1879,163,1
1879,941,1
1879,299,1
1879,1303,1
1879,819,1
1879,743,1
1879,35,1
1879,921,1
1879,854,1
1879,324,1
1879,1279,0
1879,650,0
1879,1661,0
1879,612,0
1879,1494,0
1879,143,0
1879,270,0
1879,973,0
1879,22,0
1879,906,0
1879,978,0
1879,825,0
1879,1269,0
1879,695,0
1879,1616,0
1879,1370,0
1879,1673,0
1879,209,0
1879,1438,0
1879,1427,0
1879,544,0
1879,1500,0
1879,178,0
1879,416,0
1879,1215,0
1879,1585,0
1879,190,0
1879,386,0
1879,664,0
1879,874,0
1879,1324,0
1879,1359,0
1879,829,0
1879,138,0
1879,725,0
1879,1160,0
1879,1439,0
1879,1462,0
1879,936,0
1879,1049,0
1879,1526,0
1879,723,0
1879,328,0
1879,341,0
1879,1579,0
1879,884,0
1879,125,0
1879,1696,0
1879,950,0
1879,1313,0
1879,160,0
1879,864,0
1879,814,0
1879,522,0
1879,1374,0
1879,1550,0
1879,935,0
1879,1396,0
1879,964,0
1879,1079,0
1879,440,0
1879,1569,0
1879,482,0
1879,526,0
1879,884,0
1879,1469,0
1879,1025,0
1879,1666,0
1879,410,0
1879,1600,0
1879,950,0
1879,732,0
1879,603,0
1879,1101,0
1879,298,0
1879,607,0
1879,433,0
1879,940,0
1879,1714,0
1879,1161,0
1879,1363,0
1879,1645,0
1879,1,0
1879,1519,0
1879,859,0
1879,1314,0
1879,1123,0
1879,1202,0
1879,551,0
1879,1406,0
1879,1128,0
1879,191,0
1879,919,0
1879,1293,0
1879,1010,0
1879,119,0
1879,1586,0
1879,773,0
1879,217,0
1879,977,0
1879,569,0
1879,1637,0
1879,1033,0
1879,289,0
1879,951,0
1879,871,0
1879,56,0
1879,110,0
1879,1377,0
1879,974,0
1879,1610,0
1879,1156,0
1879,437,0
1879,404,0
1879,1389,0
1879,901,0
1879,301,0
1879,298,0
1879,786,0
1879,1545,0
1879,915,0
1879,193,0
1879,1364,0
1879,1403,0
1879,860,0
1879,177,0
1879,1269,0
1879,842,0
1879,620,0
1879,1548,0
1879,1085,0
1879,1357,0
1879,958,0
1879,879,0
1879,1467,0
1879,420,0
1879,864,0
1879,192,0
1879,497,0
1879,1244,0
1879,1577,0
1879,970,0
1879,68,0
1879,698,0
1879,1128,0
1879,981,0
1879,384,0
1879,1084,0
1879,834,0
1879,1167,0
1879,1709,0
1879,301,0
1879,557,0
1879,927,0
1879,1522,0
1879,1473,0
1879,926,0
1879,339,0
1879,446,0
1879,1489,0
1879,1427,0
1879,1531,0
1879,604,0
1879,571,0
1879,1714,0
1879,87,0
1879,1051,0
1879,815,0
1879,560,0
1879,1201,0
1879,1244,0
1879,1399,0
1879,1045,0
1879,561,0
1879,682,0
1879,1232,0
1879,418,0
1879,266,0
1879,1704,0
1879,223,0
1879,663,0
1880,118,1
1880,1207,1
1880,1584,0
1880,1278,0
1881,310,1
1881,110,0
1882,35,1
1882,1704,0
1883,1170,1
1883,965,0
1884,45,1
1884,551,1
1884,126,1
1884,582,1
1884,1477,1
1884,1222,1
1884,801,1
1884,56,0
1884,898,0
1884,1498,0
1884,968,0
1884,1205,0
1884,1361,0
1884,431,0
1885,260,1
1885,1236,0
1886,889,1
1886,115,1
1886,62,1
1886,94,1
1886,332,1
1886,354,1
1886,976,1
1886,1074,1
1886,1503,0
1886,600,0
1886,1630,0
1886,1510,0
1886,320,0
1886,1071,0
1886,244,0
1886,824,0
1887,402,1
1887,146,1
1887,215,1
1887,514,0
1887,393,0
1887,1513,0
1888,994,1
1888,731,1
1888,1127,1
1888,136,1
1888,931,1
1888,81,1
1888,93,1
1888,525,1
1888,1525,1
1888,306,0
1888,1561,0
1888,1145,0
1888,958,0
1888,401,0
1888,313,0
1888,330,0
1888,1069,0
1888,496,0
1889,1170,1
1889,86,1
1889,18,1
1889,1236,0
1889,1492,0
1889,1381,0
1890,171,1
1890,525,1
1890,457,1
1890,132,1
1890,940,1
1890,89,1
1890,799,1
1890,1257,0
1890,178,0
1890,558,0
1890,698,0
1890,73,0
1890,60,0
1890,1100,0
1891,174,1
1891,739,1
1891,1071,1
1891,295,1
1891,476,1
1891,835,1
1891,93,1
1891,1465,1
1891,62,1
1891,1195,0
1891,941,0
1891,86,0
1891,589,0
1891,1388,0
1891,1719,0
1891,794,0
1891,1278,0
1891,1650,0
1892,1445,1
1892,1468,0
1893,35,1
1893,1429,0
1894,17,1
1894,1516,0
1895,1090,1
1895,6,1
1895,1086,1
1895,85,1
1895,116,1
1895,105,1
1895,334,0
1895,1438,0
1895,282,0
1895,939,0
1895,1269,0
1895,642,0
1896,45,1
1896,525,1
1896,236,1
1896,1059,1
1896,663,0
1896,358,0
1896,1722,0
1896,1677,0
1897,878,1
1897,1702,0
1898,768,1
1898,913,1
1898,251,1
1898,1577,0
1898,114,0
1898,535,0
1899,54,1
1899,705,1
1899,605,0
1899,939,0
1900,1445,1
1900,739,1
1900,32,1
1900,85,1
1900,22,1
1900,652,1
1900,882,1
